"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","is_bitter"
"Isidro","Dominican Republic",1279,2014,72,"U.S.A.",3.25,"Dominican Republic",TRUE
"Izard","Maya Mountain, Toledo, Batch 29",1542,2015,70,"U.S.A.",3.5,"Belize",FALSE
"Izard","Elvesia P., Batch 32",1546,2015,70,"U.S.A.",2.75,"Dominican Republic",FALSE
"Jacque Torres","Trinatario Treasure",5,2006,71,"U.S.A.",2,"Ghana",TRUE
"Jordis","Madagascar",1534,2015,63,"Czech Republic",2.75,"Madagascar",FALSE
"Just Good Chocolate","Belize",1375,2014,70,"U.S.A.",3.5,"Belize",FALSE
"Just Good Chocolate","Madagascar",1375,2014,70,"U.S.A.",3.5,"Madagascar",FALSE
"Just Good Chocolate","Peru",1375,2014,70,"U.S.A.",4,"Peru",FALSE
"Kah Kow","Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70,"Domincan Republic",3.5,"Dominican Republic",FALSE
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,82,"Domincan Republic",3,"Dominican Republic",TRUE
"Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,55,"Domincan Republic",3.25,"Dominican Republic",FALSE
"Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,62,"Domincan Republic",3.25,"Dominican Republic",FALSE
"Kakao","Peru",837,2012,64,"Germany",2.5,"Peru",FALSE
"Kakao","Vanuatu",387,2009,65,"Germany",3.75,"Vanuatu",FALSE
"Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,70,"Ecuador",3,"Ecuador",FALSE
"Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,70,"Ecuador",3.5,"Ecuador",FALSE
"Kallari (Ecuatoriana)","Roberto",245,2008,75,"Ecuador",2.75,"Ecuador",TRUE
"Kallari (Ecuatoriana)","Diego/ original micro",248,2008,85,"Ecuador",2.5,"Ecuador",TRUE
"Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,85,"Ecuador",2.75,"Ecuador",TRUE
"Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,85,"Ecuador",3,"Ecuador",TRUE
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,75,"Ecuador",2.5,"Ecuador",TRUE
"Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,85,"Ecuador",3,"Ecuador",TRUE
"Kaoka (Cemoi)","Noir",404,2009,70,"France",2.75," ",FALSE
"Kaoka (Cemoi)","Ecuador",423,2009,80,"France",2.75,"Ecuador",TRUE
"Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,70,"U.S.A.",3.75,"Dominican Republic",FALSE
"Ki' Xocolatl","Dark",431,2009,72,"Mexico",2,"Mexico",TRUE
"Kiskadee","La Red, Guanconjeco",1251,2014,60,"U.S.A.",3,"Dominican Republic",FALSE
"Kto","San Martin",1422,2014,72,"U.S.A.",2.5,"Peru",TRUE
"Kto","Ocumare",1422,2014,72,"U.S.A.",2.75,"Venezuela",TRUE
"Kto","Belize",1422,2014,72,"U.S.A.",3,"Belize",TRUE
"Kto","Sambirano Valley",1422,2014,72,"U.S.A.",3.25,"Madagascar",TRUE
"Kto","Belize",1426,2014,90,"U.S.A.",3.25,"Belize",TRUE
"Kto","Elvesia",1426,2014,72,"U.S.A.",3.25,"Dominican Republic",TRUE
"Kto","ROIG",1426,2014,72,"U.S.A.",3.25,"Dominican Republic",TRUE
"K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,70,"U.S.A.",3.25,"Haiti",FALSE
"K'ul","Maranon, Fortunato No. 4",1852,2016,70,"U.S.A.",2.75,"Peru",FALSE
"K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,70,"U.S.A.",3.75,"Ecuador",FALSE
"K'ul","Bahia, Fazenda Camboa",1852,2016,70,"U.S.A.",3.75,"Brazil",FALSE
"Kyya","Uganda",1359,2014,72.5,"U.S.A.",2.5,"Uganda",TRUE
"Kyya","Hispaniola",1359,2014,72.5,"U.S.A.",3,"Dominican Republic",TRUE
"Kyya","Ecuador",1363,2014,72.5,"U.S.A.",2.5,"Ecuador",TRUE
"Kyya","Madagascar",1363,2014,72.5,"U.S.A.",3,"Madagascar",TRUE
"L.A. Burdick (Felchlin)","Peru",891,2012,74,"U.S.A.",3.25,"Peru",TRUE
"L.A. Burdick (Felchlin)","Brazil",891,2012,70,"U.S.A.",4,"Brazil",FALSE
"L.A. Burdick (Felchlin)","Chuao",927,2012,68,"U.S.A.",3.75,"Venezuela",FALSE
"L.A. Burdick (Felchlin)","Quito",682,2011,74,"U.S.A.",3.75,"Ecuador",TRUE
"L.A. Burdick (Felchlin)","Grenada",576,2010,75,"U.S.A.",3.25,"Grenada",TRUE
"L.A. Burdick (Felchlin)","Dominican Republic",576,2010,74,"U.S.A.",3.75,"Dominican Republic",TRUE
"L.A. Burdick (Felchlin)","Venzuela",597,2010,71,"U.S.A.",3,"Venezuela",TRUE
"L.A. Burdick (Felchlin)","Madagascar",431,2009,64,"U.S.A.",3.5,"Madagascar",FALSE
"L.A. Burdick (Felchlin)","Bolivian",451,2009,68,"U.S.A.",3,"Bolivia",FALSE
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70,"Japan",2.25,"Peru",FALSE
"La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,70,"Japan",2.5,"Peru",FALSE
"La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,70,"Japan",3,"Peru",FALSE
"La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,70,"Japan",3,"Belize",FALSE
"La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,74,"France",2.75,"Africa, Carribean, C. Am.",TRUE
"La Maison du Chocolat (Valrhona)","Tobago",1145,2013,60,"France",3.25,"Tobago",FALSE
"La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,56,"France",3.25,"Ecuador",FALSE
"La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,66,"France",3.5,"Dominican Republic",FALSE
"La Maison du Chocolat (Valrhona)","Grenada",741,2011,68,"France",3.5,"Grenada",FALSE
"La Maison du Chocolat (Valrhona)","Akosombo",346,2009,68,"France",3.25,"Ghana",FALSE
"La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,69,"France",3.5,"Venezuela",FALSE
"La Maison du Chocolat (Valrhona)","Kuruba",439,2009,60,"France",3," ",FALSE
"La Maison du Chocolat (Valrhona)","Orinoco",445,2009,60,"France",3.75," ",FALSE
"La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,74,"France",3.5,"Ven., Indonesia, Ecuad.",TRUE
"La Oroquidea","Peruvian Amazon",721,2011,72,"Peru",2.5,"Peru",TRUE
"La Pepa de Oro","Vinces",713,2011,60,"Ecuador",3.25,"Ecuador",FALSE
"Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,75,"France",2.75,"Madagascar",TRUE
"Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,75,"France",2.75,"Vietnam",TRUE
"Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,75,"France",3,"Cuba",TRUE
"Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,75,"France",3.25,"Peru",TRUE
"Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,75,"France",3,"Ivory Coast",TRUE
"Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,75,"France",3.5,"Sao Tome",TRUE
"Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,75,"France",3.25,"Brazil",TRUE
"Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,75,"France",3.75,"Vietnam",TRUE
"Laia aka Chat-Noir","Cuba",1434,2014,70,"France",2.75,"Cuba",FALSE
"Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,68,"France",2.75,"Trinidad-Tobago",FALSE
"Lajedo do Ouro","Catongo",927,2012,70,"Brazil",3.5,"Brazil",FALSE
"Lake Champlain (Callebaut)","Tanzania",327,2009,75,"U.S.A.",2.5,"Tanzania",TRUE
"L'Amourette","Rugoso",1784,2016,80,"U.S.A.",3.5,"Nicaragua",TRUE
"L'Amourette","Carenero Superior",833,2012,75,"U.S.A.",3,"Venezuela",TRUE
"L'Amourette","Rio Caribe",833,2012,75,"U.S.A.",3,"Venezuela",TRUE
"L'Amourette","Blend",853,2012,72,"U.S.A.",3,"Peru, Ecuador, Venezuela",TRUE
"Letterpress","La Masica, Batch 7, FHIA",1952,2017,70,"U.S.A.",3.5,"Honduras",FALSE
"Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,70,"U.S.A.",3.25,"Belize",FALSE
"Letterpress","Liberia",1728,2016,70,"U.S.A.",3.25,"Liberia",FALSE
"Letterpress","Beniamo",1562,2015,70,"U.S.A.",3.25,"Bolivia",FALSE
"Letterpress","San Juan Estate, Gran Couva",1562,2015,70,"U.S.A.",3.5,"Trinidad",FALSE
"Letterpress","San Andres",1566,2015,70,"U.S.A.",3,"Costa Rica",FALSE
"Letterpress","La Red, Guaconejo",1566,2015,70,"U.S.A.",3.25,"Domincan Republic",FALSE
"Letterpress","Kokoa Kamili",1566,2015,70,"U.S.A.",3.5,"Tanzania",FALSE
"Letterpress","Maranura",1371,2014,70,"U.S.A.",3.5,"Peru",FALSE
"Levy","Sambirano",1231,2014,71,"Finland",3.5,"Madagascar",TRUE
"Lilla","Madagascar",1856,2016,70,"Finland",3,"Madagascar",FALSE
"Lillie Belle","Perfect Illusion",855,2012,65,"U.S.A.",3.5,"Peru",FALSE
"Lillie Belle","Bolivia, Wild Thing",903,2012,68,"U.S.A.",3.5,"Bolivia",FALSE
"Lillie Belle","La Selva",903,2012,68,"U.S.A.",3.75,"Peru",FALSE
"Lillie Belle","Purple Haze",947,2012,75,"U.S.A.",2.75,"Venezuela, Dom. Rep.",TRUE
"Lillie Belle","The Other One, Grand Cru",947,2012,74,"U.S.A.",3,"Dominican Republic",TRUE
"Lillie Belle","Wild Thing",947,2012,68,"U.S.A.",3.5,"Bolivia",FALSE
"Lindt & Sprungli","Excellence (US Version)",157,2007,85,"Switzerland",3," ",TRUE
"Loiza","Puerto Rico",1049,2013,65,"Puerto Rico",2.5,"Puerto Rico",FALSE
"Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70,"U.S.A.",3.75,"Hawaii",FALSE
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,65,"U.S.A.",3.25,"Hawaii",FALSE
"Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,75,"U.S.A.",3.75,"Hawaii",TRUE
"Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71,"U.S.A.",3,"Hawaii",TRUE
"Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,72,"U.S.A.",3,"Hawaii",TRUE
"Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,70,"U.S.A.",3.5,"Hawaii",FALSE
"Love Bar","Nicaragua",1502,2015,75,"U.S.A.",2,"Nicaragua",TRUE
"Luker","Selva",552,2010,46,"Colombia",2.75,"Colombia, Ecuador",FALSE
"Luker","Macondo",552,2010,60,"Colombia",3,"Colombia, Ecuador",FALSE
"Luker","Misterio",552,2010,58,"Colombia",3,"Colombia, Ecuador",FALSE
"Luker","Santander",552,2010,65,"Colombia",3.5,"Colombia",FALSE
"Machu Picchu Trading Co.","Peru",721,2011,70,"Peru",1.5,"Peru",FALSE
"Machu Picchu Trading Co.","Peru",552,2010,55,"Peru",2.25,"Peru",FALSE
"Madecasse (Cinagra)","Madagascar",284,2008,67,"Madagascar",3.5,"Madagascar",FALSE
"Madecasse (Cinagra)","Madagascar",284,2008,70,"Madagascar",3.75,"Madagascar",FALSE
"Madecasse (Cinagra)","Madagascar",284,2008,63,"Madagascar",4,"Madagascar",FALSE
"Madecasse (Cinagra)","Madagascar",288,2008,75,"Madagascar",3.5,"Madagascar",TRUE
"Madre","Guadalcanal",1940,2017,73,"U.S.A.",3.5,"Solomon Islands",TRUE
"Madre","Puerto Rico",1085,2013,70,"U.S.A.",2.75,"Puerto Rico",FALSE
"Madre","Brazil",1085,2013,70,"U.S.A.",3.5,"Brazil",FALSE
"Madre","Choobua, Kona",1089,2013,70,"U.S.A.",2.75,"Hawaii",FALSE
"Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,70,"U.S.A.",2.75,"Mexico",FALSE
"Madre","Hamakua Coast, Kokoleka",991,2012,70,"U.S.A.",3.25,"Hawaii",FALSE
"Madre","Criollo, Hawaii",995,2012,70,"U.S.A.",3.25,"Hawaii",FALSE
"Madre","Kaua'i",995,2012,70,"U.S.A.",3.5,"Hawaii",FALSE
"Madre","Dominican",672,2011,70,"U.S.A.",2.5,"Dominican Republic",FALSE
"Madre","Upala",693,2011,70,"U.S.A.",2.75,"Costa Rica",FALSE
"Madre","Chiapas, Triple Cacao",607,2010,72,"U.S.A.",2.75,"Mexico",TRUE
"Maglio","Africa",300,2008,75,"Italy",2,"Tanzania",TRUE
"Maglio","Ecuador",308,2008,70,"Italy",3,"Ecuador",FALSE
"Maglio","Cuba",308,2008,70,"Italy",3.25,"Cuba",FALSE
"Maglio","Santo Domingo",308,2008,70,"Italy",3.75,"Dominican Republic",FALSE
"Majani","Ecuador",531,2010,70,"Italy",2,"Ecuador",FALSE
"Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,75,"Madagascar",2.75,"Madagascar",TRUE
"Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,73,"Madagascar",3.5,"Madagascar",TRUE
"Malagos","Davao, Mt. Talamo foothills",1121,2013,65,"Philippines",3.5,"Philippines",FALSE
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55,"U.S.A.",3.5,"Hawaii",FALSE
"Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,55,"U.S.A.",2.75,"Hawaii",FALSE
"Malmo","Chuao",1856,2016,70,"Sweden",3,"Venezuela",FALSE
"Mana","Ecuador",1446,2015,74,"U.S.A.",2.5,"Ecuador",TRUE
"Mana","Peru",1219,2014,74,"U.S.A.",2.5,"Peru",TRUE
"Mana","Venezuela",1219,2014,74,"U.S.A.",2.75,"Venezuela",TRUE
"Mana","Conacado",821,2012,74,"U.S.A.",3.75,"Dominican Republic",TRUE
"Manifesto Cacao","Colombia",1331,2014,70,"Colombia",2.75,"Colombia",FALSE
"Manoa","Markham Valley",1522,2015,72,"U.S.A.",3.5,"Papua New Guinea",TRUE
"Manoa","Coto Brus",1522,2015,72,"U.S.A.",3.75,"Costa Rica",TRUE
"Manoa","Waiahole, O'ahu",1089,2013,72,"U.S.A.",3.75,"Hawaii",TRUE
"Manoa","Liberia, #174",1003,2012,72,"U.S.A.",3.25,"Liberia",TRUE
"Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,72,"U.S.A.",2.75,"Hawaii",TRUE
"Manoa","Piura",1007,2012,72,"U.S.A.",3,"Peru",TRUE
"Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,72,"U.S.A.",3.25,"Hawaii",TRUE
"Manufaktura Czekolady","Johe",1844,2016,70,"Poland",3.75,"Nicaragua",FALSE
"Manufaktura Czekolady","Peru",1848,2016,70,"Poland",3.5,"Peru",FALSE
"Manufaktura Czekolady","Porcelana",1255,2014,70,"Poland",3.75,"Venezuela",FALSE
"Manufaktura Czekolady","Kolumbia",1279,2014,85,"Poland",3.5,"Colombia",TRUE
"Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,70,"Poland",3.25,"Dominican Republic",FALSE
"Manufaktura Czekolady","Grand Cru Ghana",871,2012,70,"Poland",3.5,"Ghana",FALSE
"Manufaktura Czekolady","Grand Cru Ecuador",875,2012,70,"Poland",3.25,"Ecuador",FALSE
"Map Chocolate","Ben Tre, Surprise Valley",1896,2016,75,"U.S.A.",3.25,"Vietnam",TRUE
"Map Chocolate","ROIG, 2014",1474,2015,70,"U.S.A.",3.5,"Dominican Republic",FALSE
"Map Chocolate","Maranon, 2014",1474,2015,62,"U.S.A.",3.5,"Peru",FALSE
"Map Chocolate","Ecuador",1478,2015,70,"U.S.A.",3.5,"Ecuador",FALSE
"Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,70,"U.S.A.",2.75,"Trinidad",FALSE
"Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,70,"U.S.A.",3.5,"Nicaragua",FALSE
"Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,68,"U.S.A.",3.5,"Peru",FALSE
"Map Chocolate","Colombia",1610,2015,75,"U.S.A.",2.75,"Colombia",TRUE
"Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72,"U.S.A.",3,"Tanzania",TRUE
"Map Chocolate","Le Chocolat Chaud",1634,2015,78,"U.S.A.",3.5,"Honduras",TRUE
"Marana","Piura",1872,2016,70,"Peru",3,"Peru",FALSE
"Marana","Cusco",1884,2016,70,"Peru",2.75,"Peru",FALSE
"Marana","San Martin",1884,2016,70,"Peru",3,"Peru",FALSE
"Marigold's Finest","Cacao Nib Crunch",1808,2016,75,"Canada",3.25," ",TRUE
"Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,85,"Vietnam",3.25,"Vietnam",TRUE
"Marou","Ben Tre",1650,2015,68,"Vietnam",3.5,"Vietnam",FALSE
"Marou","Dak Lak, Batch 2451",1650,2015,70,"Vietnam",3.75,"Vietnam",FALSE
"Marou","Tan Phu Dong, Treasure Island",1149,2013,75,"Vietnam",3.5,"Vietnam",TRUE
"Marou","Ba Ria",845,2012,76,"Vietnam",3.5,"Vietnam",TRUE
"Marou","Dong Nai",845,2012,72,"Vietnam",3.5,"Vietnam",TRUE
"Marou","Tien Giang, Gao Co-op",845,2012,70,"Vietnam",3.5,"Vietnam",FALSE
"Marou","Ben Tre",849,2012,78,"Vietnam",3.5,"Vietnam",TRUE
"Marou","Tien Giang",895,2012,80,"Vietnam",3,"Vietnam",TRUE
"Marou","Lam Dong",955,2012,74,"Vietnam",3.5,"Vietnam",TRUE
"Mars","Matina 1-6, prototype",537,2010,65,"U.S.A.",3,"Costa Rica",FALSE
"Mars","Ivory Coast",544,2010,65,"U.S.A.",3,"Ivory Coast",FALSE
"Mars","Nigeria",544,2010,65,"U.S.A.",3.25,"Nigeria",FALSE
"Mars","Ghana, prototype",544,2010,65,"U.S.A.",3.5,"Ghana",FALSE
"Marsatta","Dominican Republic",1189,2013,74,"U.S.A.",2.25,"Dominican Republic",TRUE
"Marsatta","Dominican Republic",1189,2013,89,"U.S.A.",2.5,"Dominican Republic",TRUE
"Martin Mayer","Alto Beni",1836,2016,76,"Austria",2.75,"Bolivia",TRUE
"Martin Mayer","Pisa",1836,2016,82,"Austria",3,"Haiti",TRUE
"Martin Mayer","Tumaco",1836,2016,74,"Austria",3.25,"Colombia",TRUE
"Mast Brothers","Guatemala",1450,2015,76,"U.S.A.",3,"Guatemala",TRUE
"Mast Brothers","Tanzania",1450,2015,74,"U.S.A.",3.25,"Tanzania",TRUE
"Mast Brothers","French Laundry 20th Anniversary",1359,2014,75,"U.S.A.",3.75,"Peru, Belize",TRUE
"Mast Brothers","Shake Shack",959,2012,73,"U.S.A.",3.5,"Peru, Mad., Dom. Rep.",TRUE
"Mast Brothers","Madagascar",999,2012,72,"U.S.A.",2.5,NA,TRUE
"Mast Brothers","Chuao",999,2012,73,"U.S.A.",2.75,"Venezuela",TRUE
"Mast Brothers","Brooklyn Blend",672,2011,72,"U.S.A.",3.5," ",TRUE
"Mast Brothers","Chuao, Med. Roast",701,2011,76,"U.S.A.",3,"Venezuela",TRUE
"Mast Brothers","Chuao, Dark Roast",709,2011,70,"U.S.A.",3,"Venezuela",FALSE
"Mast Brothers","Chuao, Light Roast",713,2011,81,"U.S.A.",2.75,"Venezuela",TRUE
"Mast Brothers","Moho River",773,2011,70,"U.S.A.",3.5,"Belize",FALSE
"Mast Brothers","Papua New Guinea",777,2011,71,"U.S.A.",2.75,"Papua New Guinea",TRUE
"Mast Brothers","San Martin",777,2011,75,"U.S.A.",3,"Peru",TRUE
"Mast Brothers","Conacado",777,2011,73,"U.S.A.",3.25,"Dominican Republic",TRUE
"Mast Brothers","La Red de Guanconejo, N. Highlands coop",777,2011,74,"U.S.A.",3.75,"Dominican Republic",TRUE
"Mast Brothers","Patanemo",572,2010,81,"U.S.A.",2.75,"Venezuela",TRUE
"Mast Brothers","Ocumare de la Costa",572,2010,75,"U.S.A.",3,"Venezuela",TRUE
"Mast Brothers","Dominican Republic, Coop",572,2010,70,"U.S.A.",3.25,"Dominican Republic",FALSE
"Matale","Malekula P., 2013",1177,2013,72,"Australia",3.5,"Vanuatu",TRUE
"Matale","Somia, 2013",1177,2013,68,"Australia",4,"Madagascar",FALSE
"Matale","Kulili P., 2013",1177,2013,74,"Australia",4,"Papua New Guinea",TRUE
"Matale","Blend",1181,2013,70,"Australia",3.75,"PNG, Vanuatu, Mad",FALSE
"Maverick","Maya Mountain",1367,2014,70,"U.S.A.",3.25,"Belize",FALSE
"Maverick","Elvesia",1367,2014,70,"U.S.A.",3.25,"Dominican Republic",FALSE
"Maverick","Tumbes",1430,2014,82,"U.S.A.",3.25,"Peru",TRUE
"Maverick","Morropon, Norandiono Coop, Piura",1430,2014,63,"U.S.A.",3.5,"Peru",FALSE
"Mayacama","Hispaniola",1728,2016,72,"U.S.A.",3,"Domincan Republic",TRUE
"Meadowlands","Bolivia",1287,2014,70,"U.S.A.",2.5,"Bolivia",FALSE
"Meadowlands","Venezuela",1287,2014,70,"U.S.A.",2.75,"Venezuela",FALSE
"Meadowlands","Belize",1287,2014,70,"U.S.A.",3,"Belize",FALSE
"Meadowlands","Nicaragua, w/ inbs",1291,2014,70,"U.S.A.",3,"Nicaragua",FALSE
"Meadowlands","Dominican Republic",1291,2014,70,"U.S.A.",3.5,"Dominican Republic",FALSE
"Menakao (aka Cinagra)","Madagascar",837,2012,80,"Madagascar",2.5,"Madagascar",TRUE
"Menakao (aka Cinagra)","Madagascar",841,2012,72,"Madagascar",2.5,"Madagascar",TRUE
"Mesocacao","El Salvador",1494,2015,80,"Honduras",2.75,"El Salvador",TRUE
"Mesocacao","El Salvador",1494,2015,70,"Honduras",3,"El Salvador",FALSE
"Mesocacao","Honduras",1347,2014,80,"Honduras",3.25,"Honduras",TRUE
"Mesocacao","Honduras",1347,2014,70,"Honduras",3.5,"Honduras",FALSE
"Mesocacao","La Tronca, Matagalpa",1351,2014,70,"Honduras",3.25,"Nicaragua",FALSE
"Mesocacao","La Tronca, Matagalpa",1351,2014,80,"Honduras",3.5,"Nicaragua",TRUE
"Metiisto","Fazenda Sempre Firme P., Bahia",1267,2014,70,"Sweden",3,"Brazil",FALSE
"Metiisto","Akesson Estate",1267,2014,72,"Sweden",3.5,"Madagascar",TRUE
"Metropolitan","South America",1688,2015,70,"Amsterdam",3.5,"South America",FALSE
"Michel Cluizel","Chiapas, Mokaya P.",963,2012,66,"France",3.75,"Mexico",FALSE
"Michel Cluizel","Carenero Superior, Concepcion",117,2007,66,"France",3.5,"Venezuela",FALSE
"Michel Cluizel","Vila Gracinda",135,2007,67,"France",3.5,"Sao Tome",FALSE
"Michel Cluizel","Carre Amer",24,2006,60,"France",2," ",FALSE
"Michel Cluizel","Carre Grand Noir",24,2006,85,"France",2," ",TRUE
"Michel Cluizel","Tamarina",24,2006,70,"France",3,"Sao Tome",FALSE
"Michel Cluizel","Los Ancones P.",24,2006,67,"France",4,"Dominican Republic",FALSE
"Michel Cluizel","Mangaro P.",24,2006,65,"France",4,"Madagascar",FALSE
"Michel Cluizel","Maralumi P.",24,2006,64,"France",4,"Papua New Guinea",FALSE
"Michel Cluizel","Noir Infini",81,2006,99,"France",2," ",TRUE
"Middlebury","Maya Mountain",1490,2015,80,"U.S.A.",3.5,"Belize",TRUE
"Middlebury","San Juan Estate",1490,2015,70,"U.S.A.",3.5,"Trinidad",FALSE
"Middlebury","Oko Caribe",1490,2015,75,"U.S.A.",3.75,"Dominican Republic",TRUE
"Middlebury","Patanemo, Epoch, Donaldo",1490,2015,75,"U.S.A.",3.75,"Venezuela",TRUE
"Middlebury","Kokoa Kamili",1538,2015,75,"U.S.A.",3.25,"Tanzania",TRUE
"Middlebury","Matagalpa, Cacao Bisiesto",1538,2015,70,"U.S.A.",3.5,"Nicaragua",FALSE
"Middlebury","La Red",1117,2013,75,"U.S.A.",2.5,"Dominican Republic",TRUE
"Middlebury","Belize",1117,2013,80,"U.S.A.",3.25,"Belize",TRUE
"Middlebury","Houseblend",887,2012,65,"U.S.A.",1.5," ",FALSE
"Middlebury","Alto Beni",887,2012,75,"U.S.A.",2,"Bolivia",TRUE
"Middlebury","Balinese, Java",887,2012,70,"U.S.A.",2.5,"Indonesia",FALSE
"Millcreek Cacao Roasters","Ecuador",1073,2013,70,"U.S.A.",2.5,"Ecuador",FALSE
"Millcreek Cacao Roasters","Ecuador",825,2012,70,"U.S.A.",3.5,"Ecuador",FALSE
"Mindo","Ecuador",607,2010,67,"U.S.A.",2.75,"Ecuador",FALSE
"Mindo","Ecuador",607,2010,77,"U.S.A.",2.75,"Ecuador",TRUE
"Minimal","Acul-du-Nord, 2015",1920,2016,70,"Japan",3.5,"Haiti",FALSE
"Mission","Fazenda Camboa, Bahia",1880,2016,75,"Brazil",3.75,"Brazil",TRUE
"Mission","Bahia, Fazenda Venturosa",1626,2015,70,"Brazil",3.5,"Brazil",FALSE
"Mita","Tumaco",955,2012,65,"Colombia",2.5,"Colombia",FALSE
"Moho","Toledo District, w/ nibs",1026,2013,73,"U.S.A.",3.25,"Belize",TRUE
"Moho","Toledo District",1030,2013,72,"U.S.A.",3,"Belize",TRUE
"Moho","Umoho R., Toledo District, San Felipe",607,2010,67,"U.S.A.",2.75,"Belize",FALSE
"Molucca","La Red",1614,2015,70,"U.S.A.",3,"Domincan Republic",FALSE
"Molucca","Indonesia",1618,2015,70,"U.S.A.",2.75,"Indonesia",FALSE
"Molucca","Peru",1618,2015,70,"U.S.A.",3.25,"Peru",FALSE
"Momotombo","Matagalpa",661,2011,70,"Nicaragua",2.75,"Nicaragua",FALSE
"Momotombo","Mombacho",661,2011,70,"Nicaragua",2.75,"Nicaragua",FALSE
"Momotombo","Oscuro",772,2011,70,"Nicaragua",3.25,"Nicaragua",FALSE
"Monarque","Oko Caribe",1812,2016,72,"Canada",3.5,"Dominican Republic",TRUE
"Monsieur Truffe","Papaua New Guinea",1391,2014,70,"Australia",3.25,"Papua New Guinea",FALSE
"Montecristi","Manabi",1654,2015,70,"Ecuador",3.25,"Ecuador",FALSE
"Montecristi","Manabi",1654,2015,63,"Ecuador",3.5,"Ecuador",FALSE
"Montecristi","Manabi",1658,2015,85,"Ecuador",3.5,"Ecuador",TRUE
"Muchomas (Mesocacao)","Nicaragua",1462,2015,70,"U.S.A.",3.5,"Nicaragua",FALSE
"Muchomas (Mesocacao)","Nicaragua",1462,2015,80,"U.S.A.",3.5,"Nicaragua",TRUE
"Mutari","Kokoa Kamili, batch 1 SRB",1896,2016,68,"U.S.A.",2.75,"Tanzania",FALSE
"Mutari","Oko Caribe, batch 1 SRB",1896,2016,71,"U.S.A.",2.75,"Domincan Republic",TRUE
"Mutari","Ambanja, batch 1 SRB",1900,2016,68,"U.S.A.",2.75,"Madagascar",FALSE
"Mutari","Tien Giang, batch 1 SRB",1900,2016,80,"U.S.A.",3,"Vietnam",TRUE
